precision,recall,f1,accuracy,cum_return,sharpe,final_equity,trade_count,win_rate
0.46686746987951805,0.22928994082840237,0.30753968253968256,0.5704615384615385,-0.016324438015687504,0.22521456411642893,9836.755619843125,39,0.3076923076923077
