threshold,precision,recall,accuracy,f1,pred_long_rate
0.4,0.4316185696361355,0.9502762430939227,0.4396192742415229,0.5936151855047455,0.9482450922070196
0.45,0.43731778425655976,0.8287292817679558,0.46698393813206424,0.5725190839694656,0.8161808447352766
0.5,0.44649021864211735,0.5359116022099447,0.5139797739440809,0.48713119899560575,0.5169541939321832
0.55,0.6071428571428571,0.1408839779005525,0.5907198096371208,0.22869955156950672,0.09994051160023795
0.6000000000000001,0.6111111111111112,0.04558011049723757,0.5764425936942297,0.08483290488431877,0.032123735871505056
0.65,0.7222222222222222,0.017955801104972375,0.5740630577037478,0.03504043126684636,0.010707911957168352
0.7000000000000001,0.0,0.0,0.5693039857227841,0.0,0.0
0.75,0.0,0.0,0.5693039857227841,0.0,0.0
0.8,0.0,0.0,0.5693039857227841,0.0,0.0
