timestamp,side,qty,entry_price,exit_price,pnl,reason,timestamp_exit
2025-10-19 20:15:00+00:00,LONG,9813.383848651507,1.01860905,1.00791874802025,-112.86287485005958,STOP,2025-10-19 20:30:00+00:00
2025-10-19 20:30:00+00:00,LONG,9652.379059258037,1.0239117,1.0131657467085,-111.58907199811763,STOP,2025-10-19 20:45:00+00:00
2025-10-21 04:15:00+00:00,LONG,8590.690491145375,1.1374684499999999,1.1255307186172498,-110.32964565136224,STOP,2025-10-21 04:30:00+00:00
2025-10-21 08:15:00+00:00,LONG,7465.423736492078,1.2941467500000001,1.2805646798587502,-109.08443355242133,STOP,2025-10-21 08:30:00+00:00
2025-11-07 12:15:00+00:00,LONG,520.2309919133091,18.36167625,18.16897045775625,-107.85327527521032,STOP,2025-11-07 12:30:00+00:00
2025-11-07 12:30:00+00:00,LONG,483.7342170915232,19.524157199999998,19.319251170186,-106.6360122042538,STOP,2025-11-07 12:45:00+00:00
2025-11-07 12:45:00+00:00,LONG,458.9675540173445,20.34546765,20.131941967013248,-105.43248751426407,STOP,2025-11-07 13:00:00+00:00
2025-11-07 14:00:00+00:00,LONG,862.2034849765452,10.70805135,10.59567035108175,-104.24254614991722,STOP,2025-11-07 14:15:00+00:00
2025-11-07 14:15:00+00:00,LONG,996.1411543984211,9.16367955,9.06750673312275,-103.06603480590033,STOP,2025-11-07 14:30:00+00:00
2025-11-07 14:30:00+00:00,LONG,1005.7062866843262,8.9740848,8.879901780024001,-101.90280190714053,STOP,2025-11-07 14:45:00+00:00
2025-11-07 14:45:00+00:00,LONG,907.7834053470922,9.829912499999999,9.726747568312499,-100.75269758929024,STOP,2025-11-07 15:00:00+00:00
2025-11-07 15:00:00+00:00,LONG,870.4713366518663,10.135565249999999,10.029192492701249,-99.61557367940783,STOP,2025-11-07 15:15:00+00:00
2025-11-07 15:15:00+00:00,LONG,905.6406738781653,9.6320136,9.530925617268002,-98.49128367687672,STOP,2025-11-07 15:30:00+00:00
