precision,recall,f1,accuracy,cum_return,sharpe,final_equity,trade_count,win_rate
0.46686746987951805,0.22928994082840237,0.30753968253968256,0.5704615384615385,-0.03501472961133367,-0.7979140636813743,9649.852703886663,18,0.3333333333333333
